678,2000753,-20,-4,0,4,20,a,AF,"10<i>x</i> - <i>ky</i> = 15 </BR> 

2<i>x</i> + 4<i>y</i> = 7  

</BR>

</BR>

For which of the following values for <i>k</i> will the system of equations above have <u>no</u> solution?



	"
683,2000758, None , One , Two , Three , Four or more ,c,AF,"| <i>b</i> - 5 | = 1 For how many values of <i>b</i> is the equation above true?



	"
689,2001386," <i>a</i> = 1, <i>b</i> = -2"," <i>a</i> = 3, <i>b</i> =  2"," <i>a</i> = 4, <i>b</i> =  5"," <i>a</i> = 6, <i>b</i> =  4"," <i>a</i> = 8, <i>b</i> =  6",d,NO,"If  [math]  \\displaystyle \\frac{\\displaystyle a[math]^2[/math]}{\\displaystyle b}[/math]  is an integer, which of the following could be values of <i>a</i> and <i>b</i>?"
691,2001383,4,5,6,7,8,a,DSP,"3, 4, 3, 4, 5, 3, 3, <i>n</i>, 4 <br/>

<br/>

For the numbers listed above, the only mode is 3 and the median is 4.  Each of the following could  be the value of <i>n</i> EXCEPT	"
707,2000782,-3, -[math]\\displaystyle \\frac{\\displaystyle 1}{\\displaystyle 9}[/math] ,0, [math]\\displaystyle \\frac{\\displaystyle 1}{\\displaystyle 9}[/math] , [math]\\displaystyle \\frac{\\displaystyle 1}{\\displaystyle 3}[/math] ,e,AF,"If <i>y</i> [math]^-2[/math] = 9, which of the following could be the value of <i>y</i> ?



	"
708,2000783, 3<i>n</i> , 1 + 3<i>n</i> , 2 + 3<i>n</i> , 5 + 3<i>n</i> , 3 + 5<i>n</i> ,c,NO,"The first term of a sequence is 5, and each term after the first is 3 more than the previous term.  Which of the following is an expression for the <i>n</i>th term of the sequence for any positive integer <i>n</i> ?



	"
710,2000785, <i>k</i> = -2 , <i>k</i> = -3 , <i>x</i> = -2 , <i>x</i> = -3 , <i>kx</i> = -3 ,b,AF,"If (1 + <i>x</i>)<i>k</i> = -3 + <i>kx</i>, which of the following must be true?



	"
712,2000787, 1 : 4? , 1 : 2? , 1 : ? , 2: ? , 2? : 1 ,d,GM,"What is the ratio of the radius <i>r</i>  of a circle to one-fourth of the circumference of the circle?



	"
715,2000790,-8,-4,0,6,16,a,AF,"If <i>x</i>[math]^2[/math] - 64 = 0, which of the following could be a value for <i>x</i> ?



	"
719,2000794,7,8,9,10,11,b,GM,"A triangle has one side of length 7 and a perimeter of 23.  If the lengths of the other two sides are equal, what is the length of each of them?



	"
721,2000796, 3<i>r</i>[math]^2[/math] = (<i>r</i> + 3)[math]^2[/math] , (3<i>r</i>)[math]^2[/math] = <i>r</i>[math]^2[/math] + 3[math]^2[/math] , 3[math]^2[/math]<i>r</i> = <i>r</i><p>2</p> + 3<p>2</p> , (3<i>r</i>)<p>2</p> = (<i>r</i> + 3)<p>2</p> , 3<i>r</i><p>2</p> = <i>r</i><p>2</p> + 3<p>2</p> ,d,AF,"Squaring the product of <i>r</i> and 3 gives the same result as squaring the sum of <i>r</i> and 3.  Which of the following equations could be used to find all possible values of <i>r</i>?



	"
729,2000804, <i>b</i> = <i>c</i> , <i>b</i> > <i>c</i> , <i>b</i> &lt; <i>c</i> , <i>a</i> > <i>c</i> , <i>a</i> = <i>b</i> ,c,NO,"<i>a</i> = -(<i>x</i>)[math]^2[/math] + (0.99)[math]^2[/math]  <i>b</i> = (-<i>x</i>)[math]^2[/math] + (0.99)[math]^2[/math]  <i>c</i> = (-<i>x</i> - 0.99)[math]^2[/math]  If <i>x</i> is a positive integer, which of the following statements must be true?



	"
733,2000808,84,96,108,128,140,c,NO,"A teacher buys her class pizza as a reward for doing well on a test.  If each student gets 3 pieces of pizza, there will be 12 pieces left over.  If 5 students donÃ¢â?¬â?¢t take any pieces and the rest of the class takes 4 pieces, there will be no pieces left.  How many total pieces of pizza 		did the teacher buy?

"
735,2000810, None , One , Two , Three , More than three ,e,AF,"For all positive integers <i>a</i> and <i>b</i>, where <i>a</i> > <i>b</i>, let the operation * be defined by <i>a</i> * <i>b</i> = [math]  \\displaystyle \\frac{\\displaystyle 4[math]^a + b[/math]}{\\displaystyle 4[math]^a - b[/math]}[/math].  For how many positive integers <i>a</i> is <i>a</i> * 2 equal to 256?



	"
738,2000814,18,22,27,30,36,d,NO,"Which of the following is divisible by 2 and by 3 but not divisible by 9?



	"
779,2000880, <i>V</i>(<i>d</i>) = <i>[math]\\pi[/math]dh</i> , <i>V</i>(<i>d</i>) = 2[math]\\pi[/math]<i>dh</i> , <i>V</i>(<i>d</i>) = [math]\\pi[/math]<i>d</i>[math]^2[/math]<i>h</i> , [math]V(d)  = [/math][math]\\displaystyle \\frac{\\displaystyle \\pi d^2h}{\\displaystyle 2}[/math] , [math]V(d)  = [/math] [math] \\displaystyle \\frac{\\displaystyle  \\pi d^2 h}{\\displaystyle 4}[/math]  ,e,GM,"Which of the following represents the volume, <i>V</i>, of a right circular cylinder as a function of its diameter, <i>d</i>, and height, <i>h</i>?



	"
783,2000910," (2, 12, 2) "," (2, 11, 0) "," (3, 7, -1) "," (4, 6, 2) "," (5, 5, 2) ",e,NO,"Which of the following triples (<i>x</i>, <i>y</i>, <i>z</i>) does NOT satisfy the equation <i>xy</i> - <i>z</i> = 22 ?



	"
788,2000915, <i>h</i>(<i>n</i>) = 6 + 0.15<i>n</i> , <i>h</i>(<i>n</i>) = 6(0.15)[math]^n[/math] , <i>h</i>(<i>n</i>) = 6(0.85)[math]^n[/math] , <i>h</i>(<i>n</i>) = 6(1.15)[math]^n[/math] , <i>h</i>(<i>n</i>) = 6(<i>n</i>)[math]^1.15[/math] ,d,NO,"A certain plant was 6 inches tall when Regina bought it. Over the next several weeks, the plant's height increased by 15 percent each week. Which of the following functions gives the height, h, in inches, of the plant after n weeks of growing at this rate?"
790,2000917, <i>c</i> , <i>c</i> + 1 , 7[math]^c[/math] , 7[math]^c[/math] + 1 , 7[math]^c - 1[/math] ,c,AF,"If <i>a</i> = 7[math]^b[/math] and <i>b</i> = <i>c</i> + 1, what is [math]  \\displaystyle \\frac{\\displaystyle a}{\\displaystyle 7}[/math] in terms of <i>c</i> ?



	"
973,2001121, (<i>x</i> + 1)(<i>x</i> + 2) , (<i>x</i> + 1)(<i>x</i> - 1) , (<i>x</i> - 2)(<i>x</i> + 3) , (<i>x</i> - 4)(<i>x</i> + 4) , (<i>x</i> - 6)(<i>x</i> + 6) ,a,NO,"If <i>x</i> = 6, which of the following is greatest in value?	

	"
974,2001122,6,24,36,60,72,e,AF,"Boats <i>A</i>, <i>B</i>, and <i>C</i> pass by a navigational buoy at different speeds.  Boat <i>A</i>'s speed is twice  boat <i>B</i>'s speed, and boat <i>C</i>'s speed is 3 times boat <i>A</i>'s. What is boat <i>C</i>'s speed, in miles per  hour, if boat <i>B</i>'s speed is 12 miles per hour?  

	"
985,2001133,48,24,12,-48,-96,e,NO,"The first term in a sequence of numbers is 3.  If each  term after the first term is the product of -2 and the  preceding term, what is the sixth term of the sequence?

   "
992,2001147,50.05%,50.10%,50.50%,51%,55%,c,AF,"In an election, 3.6 million votes were cast, and each was either for Candidate A or Candidate B.  Candidate A received 36,000 more votes than Candidate B.  What percent of the 3.6 million votes were cast for Candidate A?

   "
1052,2001413, [math]\\displaystyle \\frac {\\displaystyle 5}{\\displaystyle 6}[/math] , [math]\\displaystyle \\frac{\\displaystyle 7}{\\displaystyle 8}[/math] , [math]\\displaystyle \\frac{\\displaystyle 9}{\\displaystyle 10}[/math] , [math]\\displaystyle \\frac{\\displaystyle 11}{\\displaystyle 12}[/math] , [math]\\displaystyle \\frac{\\displaystyle 17}{\\displaystyle 18}[/math] ,d,NO,"If a ballet recital lasts for 90 minutes, what fraction of the ballet recital remains 7.5 minutes after the ballet recital begins?
	"
1081,2001470,16,24,28,52,64,c,GM,"Any 2 points determine a line.  If there are 8 points  in a plane, no 3 of which lie on the same line, how many lines are determined by pairs of these 8 points? "
1084,2001473,36,38,41,45,46,d,DSP,"Sarah, Lynn, and Rachel own a total of 142 vinyl records.  If Sarah owns 52 of them, what is the  average (arithmetic mean) number of vinyl records owned by Lynn and Rachel? "
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,r,,,,,,
